,genre,enfant,transit_time,classe,WCHR,group_members,poids
57,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
58,1,0,0,0,0,"[58, 59, 60]",80
59,1,0,0,0,0,"[58, 59, 60]",80
60,1,0,0,0,0,"[58, 59, 60]",80
61,1,0,0,0,0,[61],80
62,1,0,0,0,0,[62],80
63,1,0,1,0,0,[63],80
64,0,0,1,0,0,"[64, 65, 66]",70
65,0,0,1,0,0,"[64, 65, 66]",70
66,1,1,1,0,0,"[64, 65, 66]",35
67,0,0,1,0,0,[67],70
68,1,0,0,0,0,"[68, 69]",80
69,0,0,0,0,0,"[68, 69]",70
70,1,0,0,0,0,"[70, 71, 72, 73]",80
71,0,0,0,0,0,"[70, 71, 72, 73]",70
72,0,0,0,0,0,"[70, 71, 72, 73]",70
73,0,0,0,0,0,"[70, 71, 72, 73]",70
74,1,0,0,0,0,[74],80
75,0,0,0,0,0,[75],70
76,0,0,0,0,0,[76],70
77,1,0,0,0,0,"[77, 78, 79]",80
78,1,0,0,0,0,"[77, 78, 79]",80
79,0,0,0,0,0,"[77, 78, 79]",70
80,0,0,0,0,0,"[80, 81]",70
81,0,0,0,0,0,"[80, 81]",70
82,1,0,0,1,0,[82],80
83,0,0,0,0,0,"[83, 84, 85, 86, 87]",70
84,0,0,0,0,0,"[83, 84, 85, 86, 87]",70
85,0,0,0,0,0,"[83, 84, 85, 86, 87]",70
86,0,0,0,0,0,"[83, 84, 85, 86, 87]",70
87,0,0,0,0,0,"[83, 84, 85, 86, 87]",70
88,1,0,0,0,0,"[88, 89, 90]",80
89,1,0,0,0,0,"[88, 89, 90]",80
90,1,0,0,0,0,"[88, 89, 90]",80
91,1,0,0,0,0,"[91, 92, 93, 94]",80
92,1,0,0,0,0,"[91, 92, 93, 94]",80
93,1,0,0,0,0,"[91, 92, 93, 94]",80
94,1,0,0,0,0,"[91, 92, 93, 94]",80
95,0,0,0,0,0,[95],70
96,1,0,0,0,0,[96],80
97,1,0,0,0,0,[97],80
98,0,0,0,0,0,[98],70
99,0,0,0,1,0,[99],70
100,0,0,0,1,0,[100],70
101,0,0,0,0,0,[101],70
102,1,0,0,0,0,"[102, 103, 104, 105]",80
103,0,0,0,0,0,"[102, 103, 104, 105]",70
104,1,1,0,0,0,"[102, 103, 104, 105]",35
105,1,1,0,0,0,"[102, 103, 104, 105]",35
106,1,0,0,0,0,[106],80
107,1,0,0,0,0,"[107, 108]",80
108,1,0,0,0,0,"[107, 108]",80
109,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
110,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
111,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
112,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
113,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
114,1,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",80
115,0,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",70
116,0,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",70
117,0,0,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",70
118,1,1,0,0,0,"[109, 110, 111, 112, 113, 114, 115, 116, 117, 118]",35
119,1,0,0,0,0,[119],80
120,1,0,0,0,0,[120],80
121,0,0,0,0,0,"[121, 122]",70
122,0,0,0,0,0,"[121, 122]",70
123,0,0,0,0,0,[123],70
124,1,0,1,0,0,"[124, 125]",80
125,1,0,1,0,0,"[124, 125]",80
126,0,0,1,0,0,[126],70
127,0,0,0,1,0,"[127, 128]",70
128,1,1,0,1,0,"[127, 128]",35
129,1,0,0,0,0,[129],80
130,1,0,1,0,0,[130],80
131,1,0,0,0,0,[131],80
132,1,0,0,0,0,[132],80
133,1,0,0,0,0,[133],80
134,1,0,0,0,0,[134],80
135,1,0,0,0,0,[135],80
136,0,0,0,0,0,"[136, 137, 138]",70
137,1,1,0,0,0,"[136, 137, 138]",35
138,1,1,0,0,0,"[136, 137, 138]",35
139,0,0,1,0,0,[139],70
140,1,0,0,0,0,[140],80
141,1,0,0,0,0,[141],80
142,0,0,0,0,0,[142],70
143,0,0,0,0,0,[143],70
144,0,0,0,0,0,[144],70
145,0,0,0,0,0,[145],70
146,1,0,0,0,0,"[146, 147, 148]",80
147,0,0,0,0,0,"[146, 147, 148]",70
148,1,1,0,0,0,"[146, 147, 148]",35
149,1,0,0,0,0,"[149, 150, 151]",80
150,0,0,0,0,0,"[149, 150, 151]",70
151,1,1,0,0,0,"[149, 150, 151]",35
152,1,0,0,0,0,"[152, 153]",80
153,0,0,0,0,0,"[152, 153]",70
154,1,0,0,0,0,[154],80
155,0,0,0,0,0,"[155, 156, 157]",70
156,0,0,0,0,0,"[155, 156, 157]",70
157,1,1,0,0,0,"[155, 156, 157]",35
158,0,0,0,0,0,[158],70
159,1,0,0,0,0,[159],80
160,1,0,0,0,0,[160],80
