,genre,enfant,transit_time,classe,WCHR,group_members,poids
116,1,0,0,0,0,"[115, 116]",80
117,1,1,0,0,0,[117],35
118,1,1,0,0,0,[118],35
119,1,1,0,0,0,[119],35
120,1,1,0,0,0,[120],35
121,1,1,0,0,0,[121],35
122,1,0,0,0,0,[122],80
123,1,0,0,0,0,"[123, 124, 125, 126]",80
124,0,0,0,0,0,"[123, 124, 125, 126]",70
125,1,1,0,0,0,"[123, 124, 125, 126]",35
126,1,1,0,0,0,"[123, 124, 125, 126]",35
127,1,0,0,0,0,"[127, 128, 129, 130]",80
128,0,0,0,0,0,"[127, 128, 129, 130]",70
129,1,1,0,0,0,"[127, 128, 129, 130]",35
130,1,1,0,0,0,"[127, 128, 129, 130]",35
131,0,0,0,0,0,[131],70
132,1,1,1,0,0,"[132, 133]",35
133,1,1,1,0,0,"[132, 133]",35
134,1,1,0,0,0,[134],35
135,1,1,1,0,0,[135],35
136,1,1,0,0,0,[136],35
