,genre,enfant,transit_time,classe,WCHR,group_members,poids
37,1,1,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",35
38,1,1,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",35
39,1,0,0,0,1,[39],95
40,1,0,0,0,0,[40],80
41,1,0,0,0,0,[41],80
42,0,0,0,0,0,"[42, 43]",70
43,0,0,0,0,0,"[42, 43]",70
44,1,0,0,0,0,[44],80
45,1,0,0,0,0,"[45, 46]",80
46,0,0,0,0,0,"[45, 46]",70
47,1,0,0,0,0,"[47, 48]",80
48,0,0,0,0,0,"[47, 48]",70
49,1,0,0,0,0,"[49, 50, 51, 52]",80
50,0,0,0,0,0,"[49, 50, 51, 52]",70
51,1,1,0,0,0,"[49, 50, 51, 52]",35
52,1,1,0,0,0,"[49, 50, 51, 52]",35
53,0,0,0,0,0,[53],70
54,0,0,0,0,0,[54],70
55,0,0,0,0,0,[55],70
56,1,0,0,0,0,[56],80
57,1,0,0,0,0,"[57, 58, 59, 60, 61, 62]",80
58,0,0,0,0,0,"[57, 58, 59, 60, 61, 62]",70
59,0,0,0,0,0,"[57, 58, 59, 60, 61, 62]",70
60,0,0,0,0,0,"[57, 58, 59, 60, 61, 62]",70
61,0,0,0,0,0,"[57, 58, 59, 60, 61, 62]",70
62,0,0,0,0,0,"[57, 58, 59, 60, 61, 62]",70
63,0,0,0,0,0,[63],70
64,0,0,0,0,0,[64],70
65,1,0,0,0,0,[65],80
66,0,0,0,0,0,"[66, 67]",70
67,0,0,0,0,0,"[66, 67]",70
68,0,0,0,0,0,"[68, 69, 70, 71]",70
69,0,0,0,0,0,"[68, 69, 70, 71]",70
70,0,0,0,0,0,"[68, 69, 70, 71]",70
71,0,0,0,0,0,"[68, 69, 70, 71]",70
72,1,0,1,0,0,[72],80
73,1,0,0,0,0,"[73, 74]",80
74,0,0,0,0,0,"[73, 74]",70
75,0,0,0,0,0,[75],70
76,1,0,0,0,0,[76],80
77,1,0,0,0,0,[77],80
78,1,0,0,0,0,"[78, 79]",80
79,1,0,0,0,0,"[78, 79]",80
80,1,0,0,0,0,"[80, 81, 82]",80
81,1,0,0,0,0,"[80, 81, 82]",80
82,1,1,0,0,0,"[80, 81, 82]",35
83,1,0,1,0,0,"[83, 84, 85]",80
84,1,0,1,0,0,"[83, 84, 85]",80
85,1,1,1,0,0,"[83, 84, 85]",35
86,0,0,0,0,0,[86],70
87,1,0,0,0,0,"[87, 88, 89]",80
88,1,0,0,0,0,"[87, 88, 89]",80
89,0,0,0,0,0,"[87, 88, 89]",70
90,1,0,0,0,0,[90],80
91,1,0,0,0,0,[91],80
92,1,0,0,0,0,"[92, 93, 94]",80
93,1,0,0,0,0,"[92, 93, 94]",80
94,0,0,0,0,0,"[92, 93, 94]",70
95,0,0,0,0,0,[95],70
96,1,0,0,0,0,[96],80
97,1,0,0,0,0,[97],80
98,1,0,1,0,0,"[98, 99, 100, 101]",80
99,1,0,1,0,0,"[98, 99, 100, 101]",80
100,0,0,1,0,0,"[98, 99, 100, 101]",70
101,0,0,1,0,0,"[98, 99, 100, 101]",70
102,1,0,0,0,0,[102],80
103,1,0,0,0,1,[103],95
104,0,0,0,0,0,[104],70
105,0,0,0,0,0,[105],70
106,1,0,0,0,0,"[106, 107, 108, 109]",80
107,0,0,0,0,0,"[106, 107, 108, 109]",70
108,0,0,0,0,0,"[106, 107, 108, 109]",70
109,0,0,0,0,0,"[106, 107, 108, 109]",70
110,0,0,0,0,0,"[110, 111, 112]",70
111,0,0,0,0,0,"[110, 111, 112]",70
112,0,0,0,0,0,"[110, 111, 112]",70
113,1,0,0,0,0,[113],80
114,0,0,0,0,0,[114],70
115,1,0,1,0,0,[115],80
116,1,0,0,0,0,"[116, 117]",80
117,1,0,0,0,0,"[116, 117]",80
118,1,0,0,0,0,[118],80
119,1,0,0,0,0,[119],80
120,1,0,0,0,0,"[120, 121, 122]",80
121,0,0,0,0,0,"[120, 121, 122]",70
122,0,0,0,0,0,"[120, 121, 122]",70
123,1,0,0,0,0,"[123, 124]",80
124,1,1,0,0,0,"[123, 124]",35
125,0,0,0,0,0,[125],70
126,1,0,0,0,0,[126],80
127,0,0,0,0,0,"[127, 128, 129]",70
128,0,0,0,0,0,"[127, 128, 129]",70
129,0,0,0,0,0,"[127, 128, 129]",70
130,1,0,0,0,0,[130],80
131,0,0,0,0,0,[131],70
132,0,0,0,0,0,[132],70
133,0,0,0,0,0,"[133, 134]",70
134,0,0,0,0,0,"[133, 134]",70
135,1,0,0,0,0,[135],80
136,0,0,0,0,0,[136],70
137,1,0,1,0,0,[137],80
138,1,0,0,0,0,[138],80
139,0,0,0,0,0,"[139, 140]",70
140,0,0,0,0,0,"[139, 140]",70
141,0,0,0,0,0,"[141, 142, 143]",70
142,0,0,0,0,0,"[141, 142, 143]",70
143,0,0,0,0,0,"[141, 142, 143]",70
144,0,0,0,0,0,"[144, 145]",70
145,0,0,0,0,0,"[144, 145]",70
146,1,0,0,0,0,[146],80
147,1,0,0,0,0,[147],80
148,0,0,0,0,0,[148],70
149,1,0,0,0,0,[149],80
150,1,0,0,0,0,[150],80
